Month,ID,Name,Age,AnnualIncome,MonthlyInhandSalary,NumBankAccounts,NumCreditCard,InterestRate,NumofLoan,TypeofLoan,Delayfromduedate,NumofDelayedPayment,ChangedCreditLimit,NumCreditInquiries,CreditMix,OutstandingDebt,CreditUtilizationRatio,CreditHistoryAge,PaymentofMinAmount,TotalEMIpermonth,Amountinvestedmonthly,PaymentBehaviour,MonthlyBalance,CreditScore,,,,,,,,,,,,
August,293,Mark Shades,29,36490.98,2828.915,4,5,8,4,"Payday Loan, Debt Consolidation Loan, Not Specified, and Personal Loan",19,19,7.75,12,Standard,581.05,36.28711306,12 Years and 4 Months,Yes,92.35158352,72.89077069,Low_spent_Large_value_payments,387.6491458,Standard,,,,,,,,,,,,
January,294,Fooa,18,30743.6,2557.966667,5,4,5,1,Debt Consolidation Loan,24,16,14.76,4,,401.53,37.06629091,7 Years and 3 Months,Yes,20.42494218,38.01437647,HighspentLargevaluepayments,437.357348,Standard,,,,,,,,,,,,
February,294,Fooa,18,30743.6,2557.966667,5,4,5,1,Debt Consolidation Loan,24,13,14.76,4,,401.53,24.15575589,7 Years and 4 Months,Yes,20.42494218,80.79006992,HighspentSmallvaluepayments,414.5816546,Standard,,,,,,,,,,,,
March,294,Fooa,18,30743.6,2557.966667,5,4,5,1,Debt Consolidation Loan,22,13,14.76,,Standard,401.53,24.87346005,7 Years and 5 Months,Yes,20.42494218,174.6332528,HighspentSmallvaluepayments,320.7384717,Standard,,,,,,,,,,,,
April,294,Fooa,18,30743.6,2557.966667,5,4,5,1,Debt Consolidation Loan,24,13,14.76,4,Standard,401.53,28.35545826,7 Years and 6 Months,Yes,20.42494218,82.91104926,HighspentMediumvaluepayments,402.4606752,Standard,,,,,,,,,,,,
May,294,Fooa,19,30743.6,2557.966667,5,4,5,-100,Debt Consolidation Loan,24,13,17.76,4,Standard,401.53,25.96814116,7 Years and 7 Months,Yes,20.42494218,56.11761972,HighspentLargevaluepayments,419.2541048,Standard,,,,,,,,,,,,
June,294,Fooa,19,30743.6,2557.966667,5,4,5,1,Debt Consolidation Loan,21,11,14.76,5,Standard,401.53,28.93201033,NA,Yes,20.42494218,301.1361952,LowspentSmallvaluepayments,224.2355293,Standard,,,,,,,,,,,,
July,294,Fooa,19,30743.6,2557.966667,5,4,5,1,Debt Consolidation Loan,23,13,14.76,5,Standard,401.53,36.82346933,7 Years and 9 Months,Yes,20.42494218,35.9334543,High_spent_Medium_value_payments,449.4382702,Standard,,,,,,,,,,,,
August,294,Fooa,19,30743.6,2557.966667,5,4,5,1,Debt Consolidation Loan,23,16,14.76,5,Standard,401.53,26.22228122,7 Years and 10 Months,Yes,20.42494218,53.6882176,High_spent_Large_value_payments,421.6835069,Standard,,,,,,,,,,,,
January,295,Henryh,21,177150.4,14710.53333,2,6,6,4,"Auto Loan, Mortgage Loan, Credit-Builder Loan, and Home Equity Loan",5,12,1.47,4,Good,429.86,41.35399191,21 Years and 1 Months,NM,472.2784577,296.504285,HighspentLargevaluepayments,942.2705906,Good,,,,,,,,,,,,
February,295,Henryh,21,177150.4,14710.53333,2,6,6,4,"Auto Loan, Mortgage Loan, Credit-Builder Loan, and Home Equity Loan",3,,1.47,4,Good,429.86,37.49865221,21 Years and 2 Months,NM,472.2784577,,LowspentLargevaluepayments,0,Good,,,,,,,,,,,,
March,295,Henryh,21,177150.4,14710.53333,2,6,6,4,"Auto Loan, Mortgage Loan, Credit-Builder Loan, and Home Equity Loan",5,13,1.47,4,,429.86,30.31822751,21 Years and 3 Months,No,472.2784577,1299.584468,LowspentMediumvaluepayments,0,Standard,,,,,,,,,,,,
April,295,,21,177150.4,14710.53333,2,6,6,-100,"Auto Loan, Mortgage Loan, Credit-Builder Loan, and Home Equity Loan",5,13,1.47,4,Good,429.86,40.53493432,NA,No,472.2784577,220.1060734,HighspentLargevaluepayments,1018.668802,Standard,,,,,,,,,,,,
May,295,,21,177150.4,14710.53333,2,6,6,4,"Auto Loan, Mortgage Loan, Credit-Builder Loan, and Home Equity Loan",4,11,1.47,4,Good,429.86,31.64492775,NA,No,472.2784577,816.9023299,!@9#%8,471.8725457,Standard,,,,,,,,,,,,
June,295,Henryh,22,177150.4,14710.53333,2,6,6,4,"Auto Loan, Mortgage Loan, Credit-Builder Loan, and Home Equity Loan",5,11,1.47,4,Good,429.86,34.02798747,21 Years and 6 Months,No,472.2784577,606.3935648,HighspentMediumvaluepayments,642.3813108,Standard,,,,,,,,,,,,
July,295,Henryh,22,177150.4,14710.53333,2,264,6,4,"Auto Loan, Mortgage Loan, Credit-Builder Loan, and Home Equity Loan",5,14,3.47,4,Good,429.86,25.22679887,21 Years and 7 Months,No,472.2784577,1674.337665,Low_spent_Small_value_payments,0,Standard,,,,,,,,,,,,
August,295,Henryh,22,177150.4,14710.53333,2,6,6,4,"Auto Loan, Mortgage Loan, Credit-Builder Loan, and Home Equity Loan",2,11,1.47,4,Good,429.86,39.22051717,21 Years and 8 Months,No,472.2784577,156.3928007,High_spent_Large_value_payments,1082.382075,Standard,,,,,,,,,,,,
January,296,Rucinskiw,26,110264,14710.53333,8,6,19,7,"Home Equity Loan, Not Specified, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Mortgage Loan",29,13,16.6,7,Standard,642.65,29.92644153,12 Years and 8 Months,Yes,364.2904002,121.57314,HighspentLargevaluepayments,676.7031265,Standard,,,,,,,,,,,,
February,296,Rucinskiw,26,110264,9225.666667,8,6,19,7,"Home Equity Loan, Not Specified, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Mortgage Loan",29,14,14.6,7,Standard,642.65,41.04281847,NA,NM,364.2904002,,LowspentMediumvaluepayments,414.4336655,Standard,,,,,,,,,,,,
March,296,Rucinskiw,26,110264,9225.666667,8,6,19,7,"Home Equity Loan, Not Specified, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Mortgage Loan",29,14,14.6,7,Standard,642.65,33.53355701,12 Years and 10 Months,Yes,364.2904002,,LowspentMediumvaluepayments,307.4248023,Standard,,,,,,,,,,,,
April,296,Rucinskiw,26,110264,9225.666667,8,6,19,7,"Home Equity Loan, Not Specified, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Mortgage Loan",29,14,,7,Standard,642.65,34.01034058,12 Years and 11 Months,Yes,364.2904002,147.332202,!@9#%8,650.9440645,Good,,,,,,,,,,,,
May,296,Rucinskiw,26,110264,9225.666667,8,6,19,7,"Home Equity Loan, Not Specified, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Mortgage Loan",28,14,14.6,7,,642.65,29.24192867,13 Years and 0 Months,Yes,364.2904002,477.9202906,LowspentLargevaluepayments,350.3559758,Good,,,,,,,,,,,,
June,296,Rucinskiw,26,110264,9225.666667,8,6,19,7,"Home Equity Loan, Not Specified, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Mortgage Loan",29,14,14.6,7,Standard,642.65,33.79501246,13 Years and 1 Months,NM,364.2904002,669.8898104,LowspentLargevaluepayments,158.386456,Standard,,,,,,,,,,,,
July,296,Rucinskiw,26,110264,9225.666667,8,6,19,7,"Home Equity Loan, Not Specified, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Mortgage Loan",29,15,_,12,_,642.65,39.7065551,13 Years and 2 Months,Yes,364.2904002,79.45974051,!@9#%8,718.8165259,Good,,,,,,,,,,,,
August,296,Rucinskiw,26,110264,9225.666667,8,6,19,7,"Home Equity Loan, Not Specified, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Mortgage Loan",27,14,14.6,12,Standard,642.65,38.27844622,NA,Yes,364.2904002,447.3622112,High_spent_Small_value_payments,370.9140552,Good,,,,,,,,,,,,
January,297,,14,32128.24,2693.353333,6,4,12,7,"Mortgage Loan, Personal Loan, Mortgage Loan, Mortgage Loan, Payday Loan, Home Equity Loan, and Debt Consolidation Loan",16,20,10.61,8,Standard,465.04,36.6154338,7 Years and 1 Months,Yes,103.4562133,239.3017729,LowspentSmallvaluepayments,216.5773472,Standard,,,,,,,,,,,,
February,297,Leikau,14,32128.24,2693.353333,6,4,12,7,"Mortgage Loan, Personal Loan, Mortgage Loan, Mortgage Loan, Payday Loan, Home Equity Loan, and Debt Consolidation Loan",19,20,10.61,8,Standard,465.04,34.94970762,7 Years and 2 Months,Yes,103.4562133,46.5822452,HighspentMediumvaluepayments,369.2968749,Standard,,,,,,,,,,,,
March,297,Leikau,14,32128.24,2693.353333,6,4,12,7,"Mortgage Loan, Personal Loan, Mortgage Loan, Mortgage Loan, Payday Loan, Home Equity Loan, and Debt Consolidation Loan",19,20,10.61,8,Standard,465.04,29.84952942,7 Years and 3 Months,Yes,103.4562133,137.6555082,HighspentSmallvaluepayments,288.2236119,Standard,,,,,,,,,,,,
April,297,Leikau,14,32128.24,2693.353333,6,4,12,7,"Mortgage Loan, Personal Loan, Mortgage Loan, Mortgage Loan, Payday Loan, Home Equity Loan, and Debt Consolidation Loan",19,20,10.61,8,Standard,465.04,27.96667496,7 Years and 4 Months,Yes,103.4562133,212.7184255,!@9#%8,223.1606946,Standard,,,,,,,,,,,,
May,297,Leikau,14,32128.24,2693.353333,6,4,2091,7,"Mortgage Loan, Personal Loan, Mortgage Loan, Mortgage Loan, Payday Loan, Home Equity Loan, and Debt Consolidation Loan",19,20,10.61,8,Standard,465.04,36.04695238,7 Years and 5 Months,Yes,103.4562133,151.7952645,HighspentSmallvaluepayments,274.0838556,Standard,,,,,,,,,,,,
June,297,Leikau,14,32128.24,2693.353333,6,4,12,7,"Mortgage Loan, Personal Loan, Mortgage Loan, Mortgage Loan, Payday Loan, Home Equity Loan, and Debt Consolidation Loan",19,18,,8,Standard,465.04,33.89757457,7 Years and 6 Months,Yes,103.4562133,74.18108118,LowspentLargevaluepayments,361.6980389,Standard,,,,,,,,,,,,
July,297,Leikau,14,32128.24,2693.353333,6,4,12,7_,"Mortgage Loan, Personal Loan, Mortgage Loan, Mortgage Loan, Payday Loan, Home Equity Loan, and Debt Consolidation Loan",19,,10.61,8,Standard,465.04,28.93670652,7 Years and 7 Months,Yes,103.4562133,152.4140595,Low_spent_Large_value_payments,283.4650606,Standard,,,,,,,,,,,,
August,297,Leikau,14,32128.24,2693.353333,6,4,4892,7,"Mortgage Loan, Personal Loan, Mortgage Loan, Mortgage Loan, Payday Loan, Home Equity Loan, and Debt Consolidation Loan",19,20,10.61,8,Standard,465.04,35.75913887,7 Years and 8 Months,Yes,103.4562133,56.6485166,High_spent_Medium_value_payments,359.2306035,Standard,,,,,,,,,,,,
January,298,Clareb,23,151722.56,12352.54667,5,5,2,2,"Auto Loan, and Student Loan",14,3,2.89,1,,218.25,36.89580297,21 Years and 5 Months,No,164.9520794,1359.394441,LowspentSmallvaluepayments,0.908145844,Good,,,,,,,,,,,,
February,298,Clareb,23,151722.56,12352.54667,5,5,2,2,"Auto Loan, and Student Loan",14,3,2.89,1,Good,218.25,25.59606601,21 Years and 6 Months,No,164.9520794,1072.889719,LowspentSmallvaluepayments,287.4128682,Good,,,,,,,,,,,,
March,298,,23,151722.56,12352.54667,5,5,2,2,"Auto Loan, and Student Loan",14,4,2.89,1,Good,218.25,44.10124847,21 Years and 7 Months,No,164.9520794,205.411665,HighspentMediumvaluepayments,1114.890922,Good,,,,,,,,,,,,
April,298,Clareb,23,151722.56,12352.54667,5,5,2,2,"Auto Loan, and Student Loan",16,3,2.89,1,Good,218.25,37.29468171,21 Years and 8 Months,NM,164.9520794,121.4080824,HighspentLargevaluepayments,1188.894505,Standard,,,,,,,,,,,,
May,298,Clareb,23,151722.56,12352.54667,5,5,2,2,"Auto Loan, and Student Loan",14,5,2.89,1,,218.25,41.29413849,21 Years and 9 Months,No,164.9520794,318.5533615,HighspentMediumvaluepayments,1001.749226,Standard,,,,,,,,,,,,
June,298,Clareb,23,151722.56,12352.54667,5,5,2,2,"Auto Loan, and Student Loan",11,0,2.89,1,Good,218.25,36.67160928,21 Years and 10 Months,No,164.9520794,683.8709535,LowspentMediumvaluepayments,666.4316339,Standard,,,,,,,,,,,,
July,298,Clareb,23,151722.56,12352.54667,5,5,2,2,"Auto Loan, and Student Loan",14,0,2.89,1,_,218.25,35.79905867,21 Years and 11 Months,No,4040,297.1291924,High_spent_Small_value_payments,1033.173395,Good,,,,,,,,,,,,
August,298,Clareb,23,151722.56,12352.54667,5,5,2,2,"Auto Loan, and Student Loan",11,0,2.89,1,Good,218.25,21.49586225,22 Years and 0 Months,No,164.9520794,1385.081349,Low_spent_Small_value_payments,0,Good,,,,,,,,,,,,
January,299,,26,62316.63,4895.0525,8,4,7,2,"Payday Loan, and Debt Consolidation Loan",12,11,6.94,1,Standard,417.27,28.73289527,26 Years and 3 Months,NM,82.73317699,441.3438381,LowspentLargevaluepayments,235.4282349,Standard,,,,,,,,,,,,
February,299,Araxiab,26,62316.63,4895.0525,8,4,7,2,"Payday Loan, and Debt Consolidation Loan",16,11,0.94,1,Standard,417.27,35.0404506,26 Years and 4 Months,NM,82.73317699,243.3579014,LowspentLargevaluepayments,433.4141716,Standard,,,,,,,,,,,,
March,299,Araxiab,26,62316.63,4895.0525,8,4,7,2,"Payday Loan, and Debt Consolidation Loan",8,11,0.94,1,,417.27,36.97242072,26 Years and 5 Months,No,82.73317699,73.31445607,HighspentLargevaluepayments,573.4576169,Standard,,,,,,,,,,,,
April,299,Araxiab,26,62316.63,4895.0525,8,4,7,2,"Payday Loan, and Debt Consolidation Loan",12,11,0.94,1,,417.27,26.34933907,NA,No,82.73317699,86.08430299,HighspentLargevaluepayments,560.68777,Standard,,,,,,,,,,,,
May,299,Araxiab,26,62316.63,4895.0525,8,4,7,2,"Payday Loan, and Debt Consolidation Loan",12,,0.94,1,Standard,417.27,33.99439238,26 Years and 7 Months,No,82.73317699,93.13362812,HighspentMediumvaluepayments,563.6384449,Standard,,,,,,,,,,,,
June,299,,26,62316.63,4895.0525,8,137,7,2,"Payday Loan, and Debt Consolidation Loan",12,11,0.94,1,Standard,417.27,35.12914398,26 Years and 8 Months,NM,82.73317699,10000,HighspentMediumvaluepayments,495.5625,Standard,,,,,,,,,,,,
July,299,Araxiab,26,62316.63,,8,4,7,2,"Payday Loan, and Debt Consolidation Loan",12,11,0.94,1,Standard,417.27,33.19945268,26 Years and 9 Months,No,82.73317699,64.10651843,!@9#%8,582.6655546,Standard,,,,,,,,,,,,
August,299,,27,62316.63,4895.0525,8,4,7,2,"Payday Loan, and Debt Consolidation Loan",12,9,0.94,1,Standard,417.27,39.00423496,26 Years and 10 Months,No,82.73317699,146.4301795,High_spent_Medium_value_payments,510.3418935,Standard,,,,,,,,,,,,
January,300,Rie Ishigurot,43,19310.62,1630.218333,9,6,34,-100,"Debt Consolidation Loan, Mortgage Loan, Student Loan, Auto Loan, and Payday Loan",47,,12.87,10,Standard,1306.08,35.56911984,9 Years and 8 Months,Yes,71.36509611,152.2541641,LowspentLargevaluepayments,209.4025731,Standard,,,,,,,,,,,,
February,300,Rie Ishigurot,43,19310.62,1630.218333,9,6,34,5,"Debt Consolidation Loan, Mortgage Loan, Student Loan, Auto Loan, and Payday Loan",47,9,12.87,10,,1306.08,36.94904074,9 Years and 9 Months,Yes,71.36509611,14.45150678,!@9#%8,317.2052304,Standard,,,,,,,,,,,,
March,300,Rie Ishigurot,43,19310.62,1630.218333,9,6,34,5,"Debt Consolidation Loan, Mortgage Loan, Student Loan, Auto Loan, and Payday Loan",47,8,12.87,10,Standard,1306.08,35.42993267,9 Years and 10 Months,Yes,71.36509611,80.85126883,LowspentSmallvaluepayments,300.8054684,Poor,,,,,,,,,,,,
April,300,Rie Ishigurot,43,19310.62,1463.093138,9,6,34,5,"Debt Consolidation Loan, Mortgage Loan, Student Loan, Auto Loan, and Payday Loan",49,9,13.87,10,Standard,1306.08,28.1088224,9 Years and 11 Months,Yes,238.490291,103.2071557,LowspentSmallvaluepayments,278.4495815,Standard,,,,,,,,,,,,
May,300,Rie Ishigurot,43,19310.62,1463.093138,9,6,34,5,"Debt Consolidation Loan, Mortgage Loan, Student Loan, Auto Loan, and Payday Loan",47,9,12.87,10,,1306.08,24.63317528,10 Years and 0 Months,Yes,238.490291,47.54862903,HighspentMediumvaluepayments,294.1081082,Poor,,,,,,,,,,,,
June,300,Rie Ishigurot,43,19310.62,1463.093138,9,6,34,5,"Debt Consolidation Loan, Mortgage Loan, Student Loan, Auto Loan, and Payday Loan",47,,19.87,10,Standard,1306.08,26.23504472,NA,Yes,238.490291,67.10128288,LowspentMediumvaluepayments,304.5554543,Poor,,,,,,,,,,,,
July,300,,43,19310.62,1463.093138,9,6,34,-100,"Debt Consolidation Loan, Mortgage Loan, Student Loan, Auto Loan, and Payday Loan",43,,_,10,Standard,1306.08,26.8758944,10 Years and 2 Months,Yes,238.490291,123.3979891,Low_spent_Large_value_payments,238.2587481,Standard,,,,,,,,,,,,
August,300,Rie Ishigurot,-500,19310.62,1463.093138,9,6,34,5,"Debt Consolidation Loan, Mortgage Loan, Student Loan, Auto Loan, and Payday Loan",47,10,12.87,10,Standard,1306.08,25.61167291,10 Years and 3 Months,Yes,238.490291,10000,High_spent_Medium_value_payments,283.9897658,Standard,,,,,,,,,,,,
January,301,Euan Rochai,47,94511.79,7717.9825,5,3,9,0,,1,9,7.29,0,Good,1315.6,29.42768535,18 Years and 2 Months,No,0,605.6547311,LowspentLargevaluepayments,436.1435189,Good,,,,,,,,,,,,
February,301,Euan Rochai,47,94511.79,7717.9825,5,3,9,0,,5,9,7.29,0,Good,1315.6,36.6038721,18 Years and 3 Months,NM,0,498.8840842,LowspentSmallvaluepayments,562.9141658,Good,,,,,,,,,,,,
March,301,Euan Rochai,47,94511.79,7717.9825,5,3,9,0,,1,9,7.29,0,,1315.6,33.5182484,18 Years and 4 Months,No,0,101.0140736,HighspentLargevaluepayments,910.7841764,Good,,,,,,,,,,,,
April,301,Euan Rochai,47,94511.79,7717.9825,5,3,9,0,,1,9,0.29,0,Good,1315.6,35.79875055,18 Years and 5 Months,No,0,10000,HighspentMediumvaluepayments,884.2136583,Standard,,,,,,,,,,,,
May,301,Euan Rochai,47,94511.79,7717.9825,5,3,9,0,,1,9,7.29,0,,1315.6,36.56463004,NA,No,0,217.9098531,HighspentMediumvaluepayments,803.8883969,Good,,,,,,,,,,,,
June,301,Euan Rochai,47,94511.79,7717.9825,5,3,9,0,,1,9,7.29,0,Good,1315.6,40.56005902,18 Years and 7 Months,No,0,441.4676753,LowspentMediumvaluepayments,610.3305747,Good,,,,,,,,,,,,
July,301,Euan Rochai,47,94511.79,7717.9825,5,3,9,0,,1,9,_,0,Good,1315.6,28.20246793,18 Years and 8 Months,No,0,213.4895249,High_spent_Medium_value_payments,808.3087251,Good,,,,,,,,,,,,
August,301,Euan Rochai,47,94511.79,7717.9825,5,3,9,0,,1,7,7.29,0,_,1315.6,25.95782485,18 Years and 9 Months,No,0,379.8988637,Low_spent_Medium_value_payments,671.8993863,Good,,,,,,,,,,,,
January,302,Matthiasr,49,96275.84,8101.986667,6,6,19,1,Not Specified,7,18,0.94,1,Standard,999.36,41.18918061,26 Years and 2 Months,Yes,64.96133685,148.3607103,HighspentMediumvaluepayments,846.8766195,Standard,,,,,,,,,,,,
February,302,Matthiasr,50,96275.84,8101.986667,6,6,19,1,Not Specified,7,18,6.94,1,,999.36,36.86495685,26 Years and 3 Months,Yes,64.96133685,,HighspentLargevaluepayments,897.7089303,Standard,,,,,,,,,,,,
March,302,Matthiasr,50,96275.84,8101.986667,6,6,19,1,Not Specified,7,20,6.94,,Standard,999.36,32.09475286,26 Years and 4 Months,Yes,64.96133685,187.6973828,HighspentLargevaluepayments,797.539947,Standard,,,,,,,,,,,,
April,302,Matthiasr,50,96275.84,8101.986667,6,6,19,1,Not Specified,8,18,6.94,1,Standard,999.36,30.00696045,26 Years and 5 Months,Yes,64.96133685,598.2463611,LowspentMediumvaluepayments,426.9909687,Standard,,,,,,,,,,,,
May,302,Matthiasr,50,96275.84,8101.986667,6,6,19,1,Not Specified,7,18,6.94,5,Standard,999.36,38.81916502,26 Years and 6 Months,NM,64.96133685,287.4350579,HighspentSmallvaluepayments,717.802272,Standard,,,,,,,,,,,,
June,302,,50,96275.84,8101.986667,6,6,19,1,Not Specified,7,18,6.94,5,Standard,999.36,35.02903695,26 Years and 7 Months,Yes,64.96133685,472.1294437,HighspentSmallvaluepayments,533.1078861,Standard,,,,,,,,,,,,
July,302,Matthiasr,50,96275.84,8101.986667,6,6,19,1,Not Specified,7,18,7.94,5,Standard,999.36,34.02709256,26 Years and 8 Months,Yes,64.96133685,160.2306395,High_spent_Medium_value_payments,835.0066903,Poor,,,,,,,,,,,,
August,302,Matthiasr,50,96275.84,8101.986667,6,6,19,1,Not Specified,7,18,2.94,5,Standard,999.36,28.33900508,26 Years and 9 Months,NM,64.96133685,129.8319667,!@9#%8,855.4053631,Standard,,,,,,,,,,,,
January,303,Julien Toyerb,36,57219.92,4511.326667,8,6,33,6,"Student Loan, Not Specified, Home Equity Loan, Not Specified, Personal Loan, and Personal Loan",16,23,19.25,9,Bad,4935.76,31.64836156,3 Years and 1 Months,Yes,159.2958242,10000,LowspentSmallvaluepayments,327.1006707,Standard,,,,,,,,,,,,
February,303,Julien Toyerb,36,57219.92,4511.326667,8,6,33,6,"Student Loan, Not Specified, Home Equity Loan, Not Specified, Personal Loan, and Personal Loan",16,25,19.25,9,,4935.76,26.00505418,3 Years and 2 Months,NM,159.2958242,150.1177375,HighspentMediumvaluepayments,391.7191049,Standard,,,,,,,,,,,,
March,303,Julien Toyerb,36,57219.92,4511.326667,8,6,33,6,"Student Loan, Not Specified, Home Equity Loan, Not Specified, Personal Loan, and Personal Loan",16,23,19.25,9,Bad,4935.76,26.38603801,3 Years and 3 Months,Yes,159.2958242,,LowspentMediumvaluepayments,195.9407533,Standard,,,,,,,,,,,,
April,303,Julien Toyerb,36,57219.92,4511.326667,8,6,33,6,"Student Loan, Not Specified, Home Equity Loan, Not Specified, Personal Loan, and Personal Loan",20,25,19.25,13,,4935.76,39.31417541,3 Years and 4 Months,Yes,159.2958242,218.8882329,LowspentMediumvaluepayments,352.9486096,Standard,,,,,,,,,,,,
May,303,Julien Toyerb,36,57219.92,4511.326667,8,6,33,6,"Student Loan, Not Specified, Home Equity Loan, Not Specified, Personal Loan, and Personal Loan",19,23,19.25,13,Bad,4935.76,41.4513038,3 Years and 5 Months,Yes,159.2958242,76.24300407,HighspentMediumvaluepayments,465.5938384,Standard,,,,,,,,,,,,
June,303,Julien Toyerb,36,57219.92,4511.326667,8,6,33,6,"Student Loan, Not Specified, Home Equity Loan, Not Specified, Personal Loan, and Personal Loan",12,23,19.25,13,,4935.76,35.29294862,3 Years and 6 Months,Yes,159.2958242,417.6121083,LowspentMediumvaluepayments,154.2247342,Standard,,,,,,,,,,,,
July,303,Julien Toyerb,36,57219.92,4511.326667,8,6,33,6,"Student Loan, Not Specified, Home Equity Loan, Not Specified, Personal Loan, and Personal Loan",16,22,19.25,13,Bad,4935.76,41.10981719,NA,Yes,159.2958242,39.52354957,High_spent_Large_value_payments,492.3132929,Standard,,,,,,,,,,,,
August,303,Julien Toyerb,36_,57219.92,4511.326667,8,6,33,6,"Student Loan, Not Specified, Home Equity Loan, Not Specified, Personal Loan, and Personal Loan",18,24,19.25,13,Bad,4935.76,32.71172172,3 Years and 8 Months,Yes,159.2958242,63.2418493,High_spent_Medium_value_payments,478.5949932,Standard,,,,,,,,,,,,
January,304,McLeodc,30,80591.2,6453.933333,4,4,32,2,"Student Loan, and Auto Loan",27,8,9.62,7,,2024.84,25.86304545,13 Years and 2 Months,Yes,97.89725769,512.9191895,!@9#%8,314.5768861,Poor,,,,,,,,,,,,
February,304,McLeodc,30,80591.2,6453.933333,4,4,32,2,"Student Loan, and Auto Loan",30,8,9.62,7,Standard,2024.84,31.09206148,13 Years and 3 Months,Yes,97.89725769,653.1526743,LowspentMediumvaluepayments,174.3434014,Poor,,,,,,,,,,,,
